ph,tds,turbidity,orp,temperature,label,is_anomaly,is_spike
7.57,864.65,217.85,251.04,26.63,1,0,1
6.96,284.38,0.14,387.38,29.34,0,0,0
6.16,511.74,69.64,203.4,23.16,2,0,1
5.95,555.86,59.28,287.68,21.97,2,0,1
6.17,591.38,75.72,218.95,27.76,2,0,1
4.01,403.69,72.87,105.75,20.74,2,0,0
7.12,282.09,48.23,336.87,27.83,0,0,0
6.51,285.75,15.43,369.42,24.95,0,0,0
7.47,634.42,277.61,329.04,27.87,1,0,1
7.3,332.45,38.8,394.34,27.82,0,0,0
6.97,642.98,282.67,261.02,29.18,1,0,1
4.38,536.76,41.56,186.15,25.38,2,0,1
7.06,245.09,36.6,343.03,25.86,0,0,0
4.26,464.05,47.46,172.89,20.79,2,0,0
7.34,627.95,241.59,363.71,25.57,1,0,1
6.97,327.45,12.85,391.81,24.19,0,0,0
6.54,670.74,284.97,302.5,28.13,1,0,1
7.17,216.68,18.37,360.22,24.29,0,0,0
0.5,1895.68,619.68,897.44,14.33,0,1,1
5.9,474.28,52.97,208.45,23.56,2,0,0
6.0,606.36,233.23,366.63,28.74,1,0,1
7.2,503.38,238.5,386.97,21.55,1,0,1
7.78,1953.04,467.22,-397.94,28.03,0,1,1
7.04,354.26,6.12,373.02,21.43,0,0,0
6.36,577.77,47.53,138.94,23.28,2,0,1
4.58,559.98,66.42,105.26,28.08,2,0,1
7.23,213.43,17.0,315.62,22.33,0,0,0
12.89,1286.09,620.52,578.62,33.69,0,1,1
7.02,292.44,0.6,345.36,27.71,0,0,0
6.01,601.03,235.45,341.06,21.27,1,0,1
12.03,1557.3,819.16,278.15,83.06,0,1,1
6.66,311.81,5.29,348.13,28.57,0,0,0
6.27,606.94,180.85,325.97,23.19,1,0,1
5.33,578.77,34.5,228.41,28.31,2,0,1
6.99,398.95,15.52,362.89,20.18,0,0,0
4.14,406.39,74.57,126.39,28.98,2,0,0
6.64,532.35,154.61,296.37,21.64,1,0,1
7.47,217.31,0.32,348.06,28.98,0,0,0
4.35,567.28,33.95,116.92,23.67,2,0,1
7.03,244.48,49.55,393.29,22.55,0,0,0
6.65,316.13,22.74,318.26,26.93,0,0,0
7.32,845.08,106.9,286.95,21.7,1,0,1
6.77,238.51,41.39,374.98,23.37,0,0,0
6.99,389.51,44.15,353.27,27.67,0,0,0
11.5,1729.53,995.5,538.01,95.15,0,1,1
7.15,767.92,168.72,394.55,24.48,1,0,1
7.31,202.07,7.75,378.67,27.42,0,0,0
6.88,362.5,7.0,366.66,21.86,0,0,0
7.28,301.59,38.45,368.78,22.36,0,0,0
6.15,1300.97,662.53,102.68,26.66,0,1,1
10.32,1906.5,742.93,620.0,80.69,0,1,1
6.31,446.77,46.19,287.81,22.14,2,0,0
6.69,229.89,26.49,396.01,20.23,0,0,0
5.69,1279.38,492.2,-168.63,70.78,0,1,1
7.14,261.65,20.51,341.66,25.47,0,0,0
7.24,791.99,216.39,295.77,24.81,1,0,1
7.34,211.0,44.31,318.29,27.29,0,0,0
6.22,769.73,187.25,392.49,23.32,1,0,1
7.2,896.15,173.12,329.25,27.45,1,0,1
7.31,851.08,222.46,300.92,27.36,1,0,1
7.48,306.16,16.9,377.76,21.53,0,0,0
5.18,437.71,76.47,298.7,22.59,2,0,0
7.19,353.41,2.0,380.16,22.97,0,0,0
6.42,784.01,261.47,352.54,21.86,1,0,1
4.12,400.96,44.5,238.53,29.57,2,0,0
11.81,1658.06,688.76,367.1,58.71,0,1,1
6.62,232.8,32.95,307.24,24.28,0,0,0
6.83,214.82,24.65,349.32,25.58,0,0,0
6.09,401.39,63.72,196.38,20.2,2,0,0
7.34,649.84,208.94,276.82,21.54,1,0,1
7.14,202.57,37.51,362.95,29.49,0,0,0
7.0,289.53,40.98,380.86,26.27,0,0,0
4.34,506.58,66.54,152.29,21.71,2,0,1
6.94,289.15,18.19,307.59,27.29,0,0,0
6.68,276.11,38.05,366.26,23.75,0,0,0
6.67,391.65,36.42,396.09,27.62,0,0,0
7.05,299.86,34.13,317.77,24.25,0,0,0
3.63,1239.3,421.26,-136.69,61.86,0,1,1
7.11,220.19,0.88,360.78,27.74,0,0,0
6.71,897.52,207.14,387.25,28.43,1,0,1
6.68,206.16,33.92,369.5,26.58,0,0,0
7.12,725.14,164.7,338.76,21.06,1,0,1
6.62,293.31,42.72,380.91,22.78,0,0,0
7.05,224.27,0.44,384.18,23.79,0,0,0
4.97,540.47,59.59,185.43,29.18,2,0,1
8.84,1162.7,472.17,216.65,38.17,0,1,1
6.75,233.09,2.9,319.64,25.19,0,0,0
7.02,289.45,43.85,386.43,23.56,0,0,0
5.54,435.08,65.68,110.0,20.18,2,0,0
7.06,328.21,46.11,342.63,25.62,0,0,0
7.87,825.15,109.39,268.18,21.22,1,0,1
7.52,714.67,204.97,323.33,26.12,1,0,1
4.21,467.01,44.81,298.49,23.63,2,0,0
6.74,517.61,102.57,252.39,29.2,1,0,1
7.05,223.71,0.33,359.98,28.9,0,0,0
10.65,1966.62,628.82,899.15,14.18,0,1,1
7.24,370.87,3.79,396.88,21.07,0,0,0
5.62,449.03,49.15,157.48,22.39,2,0,0
7.0,850.84,127.91,290.25,20.68,1,0,1
6.82,656.53,281.74,263.84,28.76,1,0,1
6.63,881.86,261.42,344.82,28.46,1,0,1
7.36,352.02,14.27,396.96,28.42,0,0,0
6.86,596.0,285.25,364.66,28.32,1,0,1
5.9,1322.51,637.28,-427.57,13.16,0,1,1
7.79,834.74,163.19,322.18,28.37,1,0,1
4.71,536.7,63.89,268.67,24.07,2,0,1
7.44,746.89,222.51,322.27,27.54,1,0,1
5.09,1297.14,720.92,-52.15,81.6,0,1,1
7.25,240.8,49.19,333.14,22.51,0,0,0
7.26,267.37,19.76,334.27,27.62,0,0,0
7.43,257.83,43.23,378.76,25.24,0,0,0
7.01,598.98,232.32,304.33,21.5,1,0,1
7.43,751.05,205.7,397.78,27.73,1,0,1
6.87,519.72,271.9,312.72,27.58,1,0,1
6.74,297.68,20.94,395.23,26.81,0,0,0
6.38,505.65,66.08,190.43,23.04,2,0,1
7.66,561.65,149.97,298.36,23.69,1,0,1
7.26,298.33,9.05,382.95,29.94,0,0,0
5.16,534.84,25.75,256.32,21.75,2,0,1
6.6,358.7,14.71,355.43,27.0,0,0,0
7.38,302.35,5.1,334.48,28.22,0,0,0
8.8,1515.98,607.17,347.81,36.15,0,1,1
5.87,495.0,38.54,270.6,26.62,2,0,0
6.15,565.81,60.64,183.62,21.57,2,0,1
6.88,257.69,6.36,386.4,27.19,0,0,0
6.68,224.9,33.68,350.67,22.17,0,0,0
7.0,829.65,230.77,255.62,24.89,1,0,1
13.83,1779.36,736.12,-266.3,43.7,0,1,1
7.12,346.45,13.74,332.32,21.17,0,0,0
6.37,571.98,38.8,145.95,28.58,2,0,1
5.93,446.83,65.64,105.7,23.73,2,0,0
6.8,709.95,248.56,314.2,20.96,1,0,1
6.79,214.85,17.97,396.83,24.32,0,0,0
11.64,1163.72,803.93,-283.44,98.0,0,1,1
6.58,221.04,46.52,374.11,28.61,0,0,0
6.08,567.31,22.92,140.92,20.61,2,0,1
6.89,804.17,293.1,350.07,21.57,1,0,1
4.73,490.08,27.48,215.56,26.49,2,0,0
7.35,797.74,189.07,320.52,25.99,1,0,1
5.73,561.92,55.16,276.53,25.3,2,0,1
5.62,547.06,64.34,134.72,26.43,2,0,1
7.29,750.61,100.29,362.24,26.12,1,0,1
6.52,322.87,26.52,361.52,28.19,0,0,0
7.29,369.18,17.89,372.24,24.6,0,0,0
2.92,1423.7,912.33,-143.74,76.92,0,1,1
6.14,706.37,245.99,367.45,23.26,1,0,1
4.56,570.66,54.35,130.97,28.55,2,0,1
7.27,280.97,20.12,324.02,23.12,0,0,0
6.03,589.75,56.69,123.8,25.43,2,0,1
7.49,207.44,4.68,381.31,28.42,0,0,0
5.34,563.79,54.46,295.16,24.56,2,0,1
6.33,571.53,63.33,222.32,24.46,2,0,1
0.7,1214.0,736.85,743.64,89.42,0,1,1
5.71,440.98,43.29,126.22,24.52,2,0,0
7.36,761.12,201.75,261.83,27.94,1,0,1
4.58,426.85,40.05,276.69,25.35,2,0,0
6.17,540.89,63.48,173.11,22.97,2,0,1
7.22,306.47,47.87,364.7,28.89,0,0,0
6.2,537.25,70.25,277.03,20.14,2,0,1
7.26,338.4,5.64,398.99,20.44,0,0,0
5.89,446.2,26.9,227.47,20.53,2,0,0
6.71,243.35,25.25,315.91,28.21,0,0,0
7.77,733.58,218.75,303.62,21.27,1,0,1
6.65,362.74,4.19,318.25,29.34,0,0,0
6.65,728.59,111.82,398.87,28.53,1,0,1
4.16,556.26,48.52,159.3,27.92,2,0,1
6.97,357.38,0.56,309.48,29.35,0,0,0
6.96,311.43,35.34,369.18,26.94,0,0,0
5.73,407.81,75.17,164.68,23.12,2,0,0
6.22,790.67,296.21,309.94,24.15,1,0,1
6.2,707.19,170.44,343.82,21.0,1,0,1
12.59,1062.71,919.25,-387.02,63.88,0,1,1
6.79,248.5,30.24,369.02,28.3,0,0,0
7.12,390.78,27.5,383.89,20.23,0,0,0
7.08,229.69,40.78,345.61,29.64,0,0,0
5.83,430.45,78.47,187.39,25.99,2,0,0
6.56,224.83,21.41,390.16,21.79,0,0,0
7.01,892.12,245.89,301.12,24.7,1,0,1
7.01,553.44,202.89,311.65,25.63,1,0,1
7.11,727.74,289.55,376.12,20.21,1,0,1
7.15,342.1,32.95,385.73,28.45,0,0,0
4.96,1550.92,813.8,-193.1,93.89,0,1,1
7.2,311.73,22.76,310.78,26.7,0,0,0
7.61,846.6,286.8,394.53,22.14,1,0,1
6.81,287.17,4.41,300.25,29.96,0,0,0
7.23,229.15,35.0,367.01,26.93,0,0,0
5.06,519.68,76.51,161.53,20.96,2,0,1
6.53,207.99,3.14,392.19,23.29,0,0,0
4.89,470.78,70.04,281.45,25.12,2,0,0
4.88,470.67,65.95,232.91,20.6,2,0,0
6.06,767.34,100.52,293.74,23.96,1,0,1
6.7,200.01,32.32,355.02,20.4,0,0,0
4.75,480.07,40.3,208.81,26.64,2,0,0
7.65,804.62,151.71,303.56,29.55,1,0,1
5.01,463.67,66.32,267.83,24.05,2,0,0
7.15,656.83,287.36,351.04,20.69,1,0,1
5.98,599.54,46.7,235.53,28.12,2,0,1
6.95,505.08,176.74,396.95,26.22,1,0,1
6.53,588.4,146.12,250.31,28.43,1,0,1
6.77,334.99,42.98,319.34,26.59,0,0,0
7.2,856.97,239.58,301.33,28.67,1,0,1
6.46,704.62,132.26,359.65,23.57,1,0,1
6.8,879.97,186.75,353.91,29.46,1,0,1
6.56,214.44,17.14,348.36,25.49,0,0,0
7.46,505.24,174.55,262.93,26.92,1,0,1
6.78,289.93,14.13,343.17,24.99,0,0,0
6.96,218.03,26.34,339.11,25.28,0,0,0
6.84,202.94,16.85,316.41,28.06,0,0,0
6.32,591.44,46.54,153.72,21.05,2,0,1
7.24,265.21,30.56,375.58,20.93,0,0,0
6.94,240.49,39.01,371.26,28.14,0,0,0
6.84,307.53,13.76,352.01,28.94,0,0,0
7.59,601.02,119.24,314.54,20.77,1,0,1
6.61,548.86,150.57,263.8,26.12,1,0,1
6.83,336.27,48.19,347.83,29.35,0,0,0
6.07,801.34,174.63,289.08,22.18,1,0,1
5.04,501.41,42.62,292.33,22.17,2,0,1
7.97,815.9,226.13,277.67,20.47,1,0,1
7.46,667.84,137.11,258.3,22.42,1,0,1
4.11,474.71,49.92,138.71,29.86,2,0,0
7.38,564.29,124.06,374.53,26.98,1,0,1
6.79,273.66,3.41,313.58,25.46,0,0,0
7.88,699.12,212.78,299.81,29.96,1,0,1
6.9,306.64,33.48,317.38,25.98,0,0,0
6.73,388.31,17.49,353.99,29.76,0,0,0
5.66,564.57,63.58,227.91,24.65,2,0,1
6.57,354.49,34.81,367.18,23.05,0,0,0
6.61,253.88,45.57,382.83,26.59,0,0,0
6.47,772.45,121.61,312.65,26.45,1,0,1
4.57,496.46,29.96,196.58,22.77,2,0,0
6.97,273.43,21.36,330.54,21.63,0,0,0
5.01,552.02,54.79,209.7,25.82,2,0,1
6.95,674.03,238.67,250.4,22.65,1,0,1
10.05,1369.25,604.46,760.05,5.92,0,1,1
4.69,511.23,44.92,162.26,21.18,2,0,1
6.99,504.87,204.78,271.68,23.56,1,0,1
6.8,853.67,133.25,313.45,25.07,1,0,1
6.59,347.87,37.46,356.51,28.71,0,0,0
7.25,244.47,0.55,320.91,23.89,0,0,0
6.95,307.6,24.91,393.04,26.53,0,0,0
6.86,309.66,6.48,317.39,29.56,0,0,0
6.6,323.75,46.39,390.92,24.99,0,0,0
6.67,264.49,5.74,373.16,25.83,0,0,0
5.43,486.16,52.73,141.42,24.33,2,0,0
13.31,1616.4,958.37,-450.4,88.79,0,1,1
6.71,353.81,12.58,310.97,28.58,0,0,0
6.94,758.57,280.45,394.13,26.42,1,0,1
5.3,420.4,42.11,249.44,22.12,2,0,0
7.12,241.6,5.74,371.49,21.97,0,0,0
6.61,265.41,41.98,315.5,25.83,0,0,0
6.02,562.52,38.69,220.64,29.85,2,0,1
6.63,373.17,44.44,315.44,28.95,0,0,0
6.86,247.75,34.64,306.41,28.82,0,0,0
7.03,274.85,27.15,358.63,27.38,0,0,0
6.94,327.51,9.02,316.66,29.18,0,0,0
1.67,1322.76,592.32,-103.04,62.02,0,1,1
6.06,1794.89,884.58,471.32,79.95,0,1,1
6.7,259.97,18.58,308.11,22.0,0,0,0
6.0,495.86,34.02,282.72,22.58,2,0,0
4.81,452.32,26.12,123.72,20.31,2,0,0
4.07,401.87,37.56,159.56,27.88,2,0,0
7.94,858.48,111.71,366.12,21.57,1,0,1
7.02,275.26,0.15,303.88,23.73,0,0,0
7.39,388.08,27.83,341.11,24.43,0,0,0
7.63,610.36,179.08,335.72,27.47,1,0,1
6.61,387.06,4.9,392.22,25.98,0,0,0
7.94,544.54,211.5,325.27,26.3,1,0,1
6.82,319.05,16.21,393.2,21.95,0,0,0
5.28,420.68,46.97,231.52,20.37,2,0,0
7.05,1557.88,886.37,569.88,40.22,0,1,1
7.4,738.49,198.76,372.53,25.11,1,0,1
7.12,707.49,113.03,306.52,29.38,1,0,1
5.24,454.54,68.44,140.48,20.06,2,0,0
4.68,560.83,31.48,282.33,25.39,2,0,1
5.76,451.31,43.25,266.17,26.34,2,0,0
6.81,687.46,238.8,295.95,20.94,1,0,1
6.34,452.97,39.42,245.3,29.38,2,0,0
6.02,620.47,165.96,308.52,26.24,1,0,1
4.18,446.83,20.12,250.52,21.99,2,0,0
6.86,336.82,16.73,373.1,25.94,0,0,0
6.6,793.9,247.74,298.49,29.37,1,0,1
4.17,556.87,26.82,179.51,29.82,2,0,1
6.17,596.89,31.22,147.99,26.93,2,0,1
13.39,1053.41,681.07,-341.12,92.18,0,1,1
5.02,587.88,31.76,253.65,24.8,2,0,1
5.72,421.03,40.25,263.99,20.98,2,0,0
5.96,1157.51,857.29,-339.48,60.23,0,1,1
7.15,299.57,25.23,372.03,23.02,0,0,0
7.04,372.01,44.68,380.13,27.15,0,0,0
6.74,263.52,4.2,340.36,23.42,0,0,0
6.48,697.4,287.64,379.79,22.69,1,0,1
6.71,225.02,47.69,345.9,27.7,0,0,0
7.47,255.32,35.02,329.71,25.36,0,0,0
5.28,586.83,43.85,220.27,20.89,2,0,1
0.19,1923.1,716.62,296.27,32.49,0,1,1
6.88,275.14,0.4,316.31,22.04,0,0,0
6.65,536.81,207.47,289.52,25.69,1,0,1
7.19,205.47,26.84,367.61,21.92,0,0,0
3.59,1668.04,968.64,636.89,42.52,0,1,1
6.8,270.46,6.12,345.99,26.72,0,0,0
4.89,596.94,69.5,126.82,20.77,2,0,1
13.81,1404.0,986.7,42.78,0.76,0,1,1
6.03,538.54,64.25,217.94,26.34,2,0,1
7.2,211.26,7.5,373.18,21.88,0,0,0
6.58,399.74,37.64,319.78,29.43,0,0,0
6.19,486.56,61.73,205.88,23.2,2,0,0
2.37,1845.2,964.84,23.24,22.85,0,1,1
7.83,642.0,259.18,281.92,25.23,1,0,1
6.83,362.02,43.5,361.44,21.84,0,0,0
6.71,298.56,15.13,379.06,23.39,0,0,0
7.38,794.62,188.89,311.67,25.68,1,0,1
7.26,598.23,297.03,389.04,23.89,1,0,1
7.0,372.31,23.32,321.89,24.95,0,0,0
4.35,579.04,34.79,169.83,29.63,2,0,1
7.32,331.93,21.45,306.32,24.97,0,0,0
7.36,313.57,15.98,392.91,27.45,0,0,0
4.58,1215.85,935.68,18.62,0.09,0,1,1
6.52,601.21,293.46,302.79,25.76,1,0,1
7.02,203.29,4.89,305.86,26.89,0,0,0
4.96,475.18,42.23,298.66,25.05,2,0,0
6.59,290.82,0.69,386.82,29.54,0,0,0
6.21,514.02,26.56,125.15,20.93,2,0,1
3.74,1176.24,910.59,102.71,52.69,0,1,1
7.01,394.62,5.19,328.57,25.57,0,0,0
7.48,342.75,27.23,349.48,26.43,0,0,0
6.61,770.81,119.44,345.56,22.64,1,0,1
6.24,588.75,24.0,182.54,22.48,2,0,1
6.94,286.56,39.87,310.75,24.37,0,0,0
5.26,428.27,51.45,221.34,21.88,2,0,0
2.35,1859.15,923.97,36.5,98.21,0,1,1
13.71,1191.67,484.36,351.52,53.22,0,1,1
7.32,715.93,115.7,359.33,21.52,1,0,1
6.91,620.86,103.09,267.96,24.77,1,0,1
7.09,314.61,22.18,381.25,27.54,0,0,0
5.56,445.61,66.15,120.05,24.54,2,0,0
4.97,578.08,48.63,106.39,21.31,2,0,1
4.84,543.09,49.53,278.41,29.47,2,0,1
6.78,268.08,42.69,374.43,23.61,0,0,0
6.9,304.42,11.99,385.46,28.78,0,0,0
4.41,455.65,40.79,128.68,28.57,2,0,0
5.54,543.48,52.24,175.57,27.34,2,0,1
6.93,275.11,15.87,342.1,21.47,0,0,0
6.87,370.9,19.47,373.15,26.5,0,0,0
7.13,638.6,298.75,380.85,22.95,1,0,1
7.03,202.99,3.97,373.15,23.28,0,0,0
7.99,550.05,259.18,290.52,22.52,1,0,1
5.76,523.19,46.59,283.67,23.62,2,0,1
4.5,566.34,26.59,279.7,26.44,2,0,1
6.72,829.85,120.66,347.0,29.87,1,0,1
7.09,370.01,47.13,393.11,28.05,0,0,0
4.05,574.22,45.41,226.7,27.2,2,0,1
5.3,520.41,26.69,117.24,27.3,2,0,1
7.11,357.49,29.87,364.52,23.93,0,0,0
6.96,254.09,44.37,300.75,26.76,0,0,0
7.27,359.24,37.97,300.94,20.4,0,0,0
7.15,215.04,36.2,380.7,27.31,0,0,0
6.91,815.95,176.64,303.99,28.04,1,0,1
5.51,456.32,69.75,141.51,28.72,2,0,0
3.48,1746.88,600.82,523.01,10.45,0,1,1
6.83,312.25,12.14,373.03,28.52,0,0,0
6.95,227.99,48.8,381.24,23.66,0,0,0
6.31,603.0,227.74,310.8,22.06,1,0,1
7.31,249.92,28.75,359.08,25.28,0,0,0
6.79,282.76,2.44,389.76,25.27,0,0,0
7.0,339.19,30.66,365.63,22.32,0,0,0
5.78,513.8,53.34,292.47,25.91,2,0,1
6.09,412.09,33.33,208.82,23.89,2,0,0
6.9,219.09,10.18,345.24,27.48,0,0,0
7.18,239.65,2.07,388.71,21.11,0,0,0
6.24,686.52,157.24,336.5,27.73,1,0,1
6.56,314.44,45.17,398.98,24.61,0,0,0
6.82,323.96,14.4,304.8,23.51,0,0,0
6.31,1192.71,593.7,84.03,2.49,0,1,1
7.05,242.68,37.71,386.4,24.02,0,0,0
4.55,487.23,61.15,194.43,23.93,2,0,0
7.55,520.35,258.89,289.06,28.23,1,0,1
6.9,293.53,28.71,331.46,27.55,0,0,0
7.45,598.45,194.19,320.74,21.19,1,0,1
5.16,545.41,38.38,168.47,24.39,2,0,1
7.24,600.33,272.15,396.8,26.56,1,0,1
7.24,240.11,40.51,330.25,24.8,0,0,0
7.4,273.27,24.98,367.79,20.83,0,0,0
7.24,369.99,29.84,316.48,24.77,0,0,0
7.01,335.96,47.55,313.04,20.07,0,0,0
4.48,565.5,53.7,203.09,27.48,2,0,1
6.73,332.84,32.34,365.48,25.54,0,0,0
2.06,1235.75,675.87,322.01,56.35,0,1,1
7.47,225.1,25.16,345.65,24.79,0,0,0
9.26,1138.59,784.97,826.27,7.47,0,1,1
6.03,869.34,143.22,292.28,27.02,1,0,1
4.96,419.52,44.58,163.72,22.96,2,0,0
4.56,537.22,23.46,231.11,23.18,2,0,1
4.46,487.07,63.81,212.26,21.23,2,0,0
7.47,274.38,3.81,318.32,26.02,0,0,0
6.7,1668.09,637.26,551.26,66.51,0,1,1
7.14,362.02,10.42,325.06,20.28,0,0,0
6.14,783.0,255.4,269.33,20.53,1,0,1
7.37,846.8,193.51,281.3,28.16,1,0,1
5.72,409.28,46.65,172.86,27.59,2,0,0
7.09,374.65,48.47,352.13,27.37,0,0,0
7.49,381.9,2.8,349.13,25.81,0,0,0
7.88,546.55,253.84,323.58,28.64,1,0,1
7.08,339.09,41.59,305.61,25.95,0,0,0
6.54,386.7,46.7,301.32,22.55,0,0,0
6.77,332.82,34.52,357.5,27.32,0,0,0
7.25,239.0,41.47,368.53,21.88,0,0,0
7.33,267.69,46.8,396.13,28.06,0,0,0
6.8,876.97,235.11,336.24,26.36,1,0,1
4.94,550.66,79.27,211.69,26.35,2,0,1
6.48,561.06,222.07,283.25,24.03,1,0,1
6.97,309.07,19.43,350.76,24.89,0,0,0
6.61,248.39,34.18,332.69,23.86,0,0,0
6.51,867.6,237.65,393.75,28.2,1,0,1
5.86,540.23,21.87,288.5,27.44,2,0,1
5.76,529.23,57.66,244.38,21.68,2,0,1
7.48,372.69,3.73,390.34,25.67,0,0,0
6.98,399.13,8.69,346.79,24.69,0,0,0
4.1,562.65,50.04,184.09,26.9,2,0,1
7.96,834.66,273.17,259.75,29.48,1,0,1
6.9,1157.17,460.92,482.52,37.48,0,1,1
5.46,599.39,62.0,258.71,22.59,2,0,1
5.88,576.16,40.18,138.12,24.71,2,0,1
5.43,474.74,44.95,124.14,29.17,2,0,0
7.47,382.84,2.55,305.58,24.15,0,0,0
7.43,334.69,5.12,358.18,20.8,0,0,0
7.32,530.97,128.28,326.04,25.11,1,0,1
7.46,254.53,14.86,357.01,28.05,0,0,0
6.76,281.96,2.05,339.05,21.42,0,0,0
6.91,247.55,38.54,325.14,24.06,0,0,0
6.27,492.67,57.95,242.87,22.89,2,0,0
6.58,851.77,137.06,299.39,26.88,1,0,1
6.65,676.39,133.64,254.24,24.34,1,0,1
6.69,252.59,46.05,360.4,24.75,0,0,0
6.82,271.62,22.08,317.43,29.67,0,0,0
7.83,698.46,248.29,354.17,27.2,1,0,1
5.64,547.25,22.85,298.14,26.34,2,0,1
6.95,599.72,270.63,332.01,25.89,1,0,1
7.54,826.44,215.36,359.17,24.04,1,0,1
4.26,566.65,34.64,273.2,20.74,2,0,1
7.2,316.93,17.48,361.54,25.49,0,0,0
7.97,843.5,170.08,384.03,24.62,1,0,1
6.72,388.95,10.08,307.02,23.38,0,0,0
7.22,558.92,184.13,364.7,23.07,1,0,1
6.13,760.79,153.72,312.08,21.03,1,0,1
7.03,281.57,21.17,332.35,20.97,0,0,0
7.44,653.45,259.96,383.15,26.28,1,0,1
7.56,742.06,154.99,281.78,25.29,1,0,1
6.42,723.39,227.79,356.93,29.31,1,0,1
7.31,548.0,282.21,310.34,21.18,1,0,1
6.86,261.52,2.22,314.38,20.29,0,0,0
6.87,211.16,32.78,384.64,26.76,0,0,0
6.98,350.46,19.13,307.22,27.3,0,0,0
6.97,538.52,163.79,378.14,20.96,1,0,1
7.34,1072.17,787.96,374.83,56.98,0,1,1
6.97,214.46,46.45,375.07,24.35,0,0,0
7.6,614.75,137.14,258.86,24.52,1,0,1
7.61,518.5,156.81,277.48,23.18,1,0,1
6.68,352.93,6.95,314.25,20.16,0,0,0
6.49,1545.29,738.03,-451.51,64.96,0,1,1
4.24,463.48,54.25,292.56,20.82,2,0,0
4.73,549.49,48.64,142.84,23.31,2,0,1
7.1,317.2,15.79,307.17,25.3,0,0,0
6.61,687.55,123.72,319.45,29.46,1,0,1
6.88,202.43,23.5,338.75,22.0,0,0,0
7.26,347.38,46.28,392.09,21.27,0,0,0
12.88,1311.66,604.74,150.68,13.13,0,1,1
7.43,805.93,194.36,346.14,21.79,1,0,1
6.77,329.78,19.67,362.83,25.04,0,0,0
4.18,413.22,39.59,263.51,25.51,2,0,0
2.61,1453.24,778.94,-199.12,2.25,0,1,1
7.12,303.87,42.03,371.16,26.66,0,0,0
0.38,1387.08,771.89,735.12,48.63,0,1,1
7.32,580.61,222.39,274.17,20.69,1,0,1
7.09,371.48,2.32,372.79,25.41,0,0,0
6.89,272.58,7.48,313.32,23.41,0,0,0
7.14,378.51,16.33,320.09,26.61,0,0,0
5.31,409.67,33.7,213.01,23.76,2,0,0
10.17,1666.28,863.73,831.71,91.03,0,1,1
4.26,566.03,32.83,113.6,28.47,2,0,1
6.59,290.8,46.45,360.34,22.97,0,0,0
6.65,385.15,0.97,308.24,22.1,0,0,0
6.78,253.33,30.0,344.76,27.32,0,0,0
5.27,1564.69,608.28,-342.53,70.11,0,1,1
6.81,384.57,43.17,305.09,24.53,0,0,0
13.43,1038.47,778.57,183.93,99.84,0,1,1
7.12,297.87,18.27,326.26,25.83,0,0,0
9.62,1494.74,712.95,668.86,21.79,0,1,1
6.9,202.57,10.78,317.85,22.25,0,0,0
5.81,532.66,64.9,278.61,25.45,2,0,1
6.8,317.45,42.97,309.33,22.34,0,0,0
1.36,1992.19,450.06,-345.27,71.11,0,1,1
5.49,409.74,49.88,150.06,27.2,2,0,0
4.98,437.18,23.95,198.18,24.82,2,0,0
7.51,619.69,286.98,343.28,26.84,1,0,1
6.74,212.98,22.66,381.66,21.72,0,0,0
7.47,331.56,48.1,348.68,22.28,0,0,0
6.99,752.62,158.61,363.97,23.75,1,0,1
7.42,602.99,269.75,260.24,26.23,1,0,1
7.23,212.56,42.63,301.13,23.76,0,0,0
6.67,833.25,192.03,367.77,20.08,1,0,1
6.4,521.18,20.04,269.41,20.09,2,0,1
5.71,473.47,79.36,191.0,26.82,2,0,0
4.71,439.02,38.91,124.79,27.04,2,0,0
9.35,1211.81,684.82,-460.81,48.0,0,1,1
6.94,629.81,277.37,352.65,26.72,1,0,1
5.02,589.34,71.26,281.93,22.88,2,0,1
1.42,1682.27,919.47,-103.46,97.67,0,1,1
7.68,532.72,108.4,295.95,24.7,1,0,1
7.44,399.53,13.09,327.0,23.34,0,0,0
6.76,399.65,40.02,353.66,28.04,0,0,0
7.29,364.06,21.77,364.89,20.89,0,0,0
8.7,1982.0,554.02,361.63,51.81,0,1,1
6.69,710.24,144.3,397.41,20.91,1,0,1
7.57,706.82,246.75,318.79,26.49,1,0,1
4.76,453.55,32.69,288.57,25.14,2,0,0
4.97,470.43,24.68,163.69,23.01,2,0,0
7.01,240.56,4.56,335.39,22.51,0,0,0
6.55,307.41,12.12,302.79,22.65,0,0,0
5.61,515.46,25.04,220.8,20.82,2,0,1
7.41,346.3,26.64,310.67,26.78,0,0,0
6.69,791.15,139.55,264.24,29.24,1,0,1
6.62,346.52,48.92,395.08,26.85,0,0,0
7.16,535.06,122.18,273.91,28.08,1,0,1
5.37,1023.92,487.06,535.37,61.32,0,1,1
6.81,599.72,125.57,361.75,24.63,1,0,1
7.26,1111.37,930.21,584.67,31.39,0,1,1
6.71,325.72,49.87,375.55,22.85,0,0,0
6.71,317.46,7.5,357.14,25.49,0,0,0
7.18,202.01,6.29,301.32,21.65,0,0,0
5.8,459.64,65.1,190.24,25.9,2,0,0
7.22,367.85,10.27,339.83,27.93,0,0,0
6.98,654.79,238.48,348.37,24.02,1,0,1
5.44,580.89,40.22,295.52,29.54,2,0,1
7.1,352.43,30.09,362.39,28.24,0,0,0
